Disease	pathway	sex	alteration	colors	id
C74	transcriptional regulation by small rnas	men	up	#4A75A9	25
C74	viral messenger rna synthesis	men	up	#4A75A9	25
C74	transport of mature mrnas derived from intronless transcripts	men	up	#4A75A9	25
C74	transport of the slbp dependant mature mrna	men	up	#4A75A9	25
C74	interactions of vpr with host cellular proteins	men	up	#4A75A9	25
C74	ns1 mediated effects on host pathways	men	up	#4A75A9	25
C74	hiv life cycle	men	up	#4A75A9	25
C74	sumoylation of rna binding proteins	men	up	#4A75A9	25
C74	transcription coupled nucleotide excision repair tc ner	men	up	#4A75A9	25
C74	regulation of glucokinase by glucokinase regulatory protein	men	up	#4A75A9	25
C74	processing of capped intronless pre mrna	men	up	#4A75A9	25
C74	dual incision in tc ner	men	up	#4A75A9	25
C74	sumoylation of sumoylation proteins	men	up	#4A75A9	25
C74	gene silencing by rna	men	up	#4A75A9	25
C74	nucleotide excision repair	men	up	#4A75A9	25
C74	processing of capped intron containing pre mrna	men	up	#4A75A9	25
C74	transport of mature transcript to cytoplasm	men	up	#4A75A9	25
C74	transcription of the hiv genome	men	up	#4A75A9	25
C74	sumoylation of dna damage response and repair proteins	men	up	#4A75A9	25
C74	sumoylation of chromatin organization proteins	men	up	#4A75A9	25
C74	dual incision in gg ner	men	up	#4A75A9	25
C74	sumoylation	men	up	#4A75A9	25
C74	sumoylation of ubiquitinylation proteins	men	up	#4A75A9	25
C74	tp53 regulates transcription of dna repair genes	men	up	#4A75A9	25
C74	rna polymerase ii transcription termination	men	up	#4A75A9	25
C74	global genome nucleotide excision repair gg ner	men	up	#4A75A9	25
C74	deadenylation dependent mrna decay	men	up	#4A75A9	25
C74	diseases of mitotic cell cycle	men	up	#4A75A9	25
C74	mrna splicing	men	up	#4A75A9	25
C74	dna damage bypass	men	up	#4A75A9	25
C74	epigenetic regulation of gene expression	men	up	#4A75A9	25
C74	rmts methylate histone arginines	men	up	#4A75A9	25
C74	termination of translesion dna synthesis	men	up	#4A75A9	25
C74	translesion synthesis by y family dna polymerases bypasses lesions on dna template	men	up	#4A75A9	25
C74	aberrant regulation of mitotic g1 s transition in cancer due to rb1 defects	men	up	#4A75A9	25
C74	initiation of nuclear envelope ne reformation	men	up	#4A75A9	25
C74	recruitment of mitotic centrosome proteins and complexes	men	up	#4A75A9	25
C74	activation of bh3 only proteins	men	up	#4A75A9	25
C74	activation of anterior hox genes in hindbrain development during early embryogenesis	men	up	#4A75A9	25
C74	complement cascade	common	down	#19787F	25
C74	class a 1 rhodopsin like receptors	common	down	#19787F	25
C74	gpcr ligand binding	common	down	#19787F	25
C74	initial triggering of complement	common	down	#19787F	25
C74	sumoylation of intracellular receptors	women	down	#B6453A	25
C74	rho gtpases activate nadph oxidases	women	down	#B6453A	25
C74	biosynthesis of specialized proresolving mediators spms	women	down	#B6453A	25
C74	phase i functionalization of compounds	women	down	#B6453A	25
C74	regulation of fzd by ubiquitination	women	down	#B6453A	25
C74	muscle contraction	men	down	#4A75A9	25
C74	cardiac conduction	men	down	#4A75A9	25
C74	g alpha s signalling events	men	down	#4A75A9	25
C74	cell extracellular matrix interactions	men	down	#4A75A9	25
C74	generation of second messenger molecules	men	down	#4A75A9	25
C74	ngf stimulated transcription	men	down	#4A75A9	25
C74	integration of energy metabolism	men	down	#4A75A9	25
C74	interaction between l1 and ankyrins	men	down	#4A75A9	25
C74	g alpha i signalling events	men	down	#4A75A9	25
F17	nuclear events mediated by nfe2l2	common	up	#19787F	26
F17	keap1 nfe2l2 pathway	men	up	#4A75A9	26
F17	cellular response to chemical stress	men	up	#4A75A9	26
F17	signaling by cytosolic fgfr1 fusion mutants	women	down	#B6453A	26
F17	notch4 intracellular domain regulates transcription	women	down	#B6453A	26
C38	dna strand elongation	common	up	#19787F	27
C38	homologous dna pairing and strand exchange	common	up	#19787F	27
C38	deposition of new cenpa containing nucleosomes at the centromere	common	up	#19787F	27
C38	g1 s specific transcription	common	up	#19787F	27
C38	resolution of d loop structures	common	up	#19787F	27
C38	mitochondrial translation	women	up	#B6453A	27
C38	fanconi anemia pathway	women	up	#B6453A	27
C38	cell cycle checkpoints	men	up	#4A75A9	27
C38	g2 m checkpoints	men	up	#4A75A9	27
C38	synthesis of dna	men	up	#4A75A9	27
C38	dna replication	men	up	#4A75A9	27
C38	cell cycle mitotic	men	up	#4A75A9	27
C38	activation of atr in response to replication stress	men	up	#4A75A9	27
C38	s phase	men	up	#4A75A9	27
C38	chromosome maintenance	men	up	#4A75A9	27
C38	mitotic spindle checkpoint	men	up	#4A75A9	27
C38	diseases of dna repair	men	up	#4A75A9	27
C38	mitotic metaphase and anaphase	men	up	#4A75A9	27
C38	hdr through homologous recombination hrr	men	up	#4A75A9	27
C38	dna replication pre initiation	men	up	#4A75A9	27
C38	mitotic g1 phase and g1 s transition	men	up	#4A75A9	27
C38	homology directed repair	men	up	#4A75A9	27
C38	separation of sister chromatids	men	up	#4A75A9	27
C38	activation of the pre replicative complex	men	up	#4A75A9	27
C38	switching of origins to a post replicative state	men	up	#4A75A9	27
C38	trna processing	men	up	#4A75A9	27
C38	resolution of sister chromatid cohesion	men	up	#4A75A9	27
C38	orc1 removal from chromatin	men	up	#4A75A9	27
C38	apc c mediated degradation of cell cycle proteins	men	up	#4A75A9	27
C38	m phase	men	up	#4A75A9	27
C38	snrnp assembly	men	up	#4A75A9	27
C38	g2 m dna damage checkpoint	men	up	#4A75A9	27
C38	rrna modification in the nucleus and cytosol	men	up	#4A75A9	27
C38	dna double strand break repair	men	up	#4A75A9	27
C38	dna repair	men	up	#4A75A9	27
C38	trna processing in the nucleus	men	up	#4A75A9	27
C38	rho gtpases activate formins	men	up	#4A75A9	27
C38	mitotic prometaphase	men	up	#4A75A9	27
C38	hdr through single strand annealing ssa	men	up	#4A75A9	27
C38	sumoylation of dna replication proteins	men	up	#4A75A9	27
C38	interactions of rev with host cellular proteins	men	up	#4A75A9	27
C38	resolution of ap sites via the multiple nucleotide patch replacement pathway	men	up	#4A75A9	27
C38	regulation of tp53 activity through phosphorylation	men	up	#4A75A9	27
C38	transport of mature mrnas derived from intronless transcripts	men	up	#4A75A9	27
C38	translation	men	up	#4A75A9	27
C38	resolution of abasic sites ap sites	men	up	#4A75A9	27
C38	processing of dna double strand break ends	men	up	#4A75A9	27
C38	extension of telomeres	men	up	#4A75A9	27
C38	g0 and early g1	men	up	#4A75A9	27
C38	export of viral ribonucleoproteins from nucleus	men	up	#4A75A9	27
C38	lagging strand synthesis	men	up	#4A75A9	27
C38	nuclear import of rev protein	men	up	#4A75A9	27
C38	base excision repair	men	up	#4A75A9	27
C38	telomere c strand lagging strand synthesis	men	up	#4A75A9	27
C38	rrna processing	men	up	#4A75A9	27
C38	resolution of d loop structures through synthesis dependent strand annealing sdsa	men	up	#4A75A9	27
C38	nuclear envelope breakdown	men	up	#4A75A9	27
C38	nuclear pore complex npc disassembly	men	up	#4A75A9	27
C38	copi dependent golgi to er retrograde traffic	men	up	#4A75A9	27
C38	tp53 regulates transcription of genes involved in g2 cell cycle arrest	men	up	#4A75A9	27
C38	metabolism of nucleotides	men	up	#4A75A9	27
C38	meiotic recombination	men	up	#4A75A9	27
C38	collagen formation	men	up	#4A75A9	27
C38	influenza infection	men	up	#4A75A9	27
C38	dual incision in gg ner	men	up	#4A75A9	27
C38	assembly of collagen fibrils and other multimeric structures	men	up	#4A75A9	27
C38	tp53 regulates transcription of dna repair genes	men	up	#4A75A9	27
C38	processive synthesis on the c strand of the telomere	men	up	#4A75A9	27
C38	syndecan interactions	men	up	#4A75A9	27
C38	collagen degradation	men	up	#4A75A9	27
C38	collagen biosynthesis and modifying enzymes	men	up	#4A75A9	27
C38	diseases of programmed cell death	men	up	#4A75A9	27
C38	met activates ptk2 signaling	men	up	#4A75A9	27
C38	sars cov 2 modulates host translation machinery	men	up	#4A75A9	27
C38	srp dependent cotranslational protein targeting to membrane	men	up	#4A75A9	27
C38	interconversion of nucleotide di and triphosphates	men	up	#4A75A9	27
C38	nuclear events kinase and transcription factor activation	common	down	#19787F	27
C38	surfactant metabolism	common	down	#19787F	27
C38	signaling by bmp	women	down	#B6453A	27
C38	g alpha s signalling events	men	down	#4A75A9	27
C38	regulation of insulin secretion	men	down	#4A75A9	27
C38	sumoylation of intracellular receptors	men	down	#4A75A9	27
C38	integration of energy metabolism	men	down	#4A75A9	27
C38	sema4d in semaphorin signaling	men	down	#4A75A9	27
E11	gpvi mediated activation cascade	common	up	#19787F	28
E11	mitotic metaphase and anaphase	women	up	#B6453A	28
E11	syndecan interactions	women	up	#B6453A	28
E11	neutrophil degranulation	women	up	#B6453A	28
E11	antiviral mechanism by ifn stimulated genes	women	up	#B6453A	28
E11	regulation of ras by gaps	women	up	#B6453A	28
E11	dna replication pre initiation	women	up	#B6453A	28
E11	s phase	women	up	#B6453A	28
E11	dna replication	women	up	#B6453A	28
E11	transcriptional regulation by ventx	women	up	#B6453A	28
E11	fcgamma receptor fcgr dependent phagocytosis	women	up	#B6453A	28
E11	purinergic signaling in leishmaniasis infection	women	up	#B6453A	28
E11	role of lat2 ntal lab on calcium mobilization	women	up	#B6453A	28
E11	sphingolipid de novo biosynthesis	women	up	#B6453A	28
E11	regulation of cholesterol biosynthesis by srebp srebf	women	up	#B6453A	28
E11	esr mediated signaling	women	up	#B6453A	28
E11	met activates ptk2 signaling	men	up	#4A75A9	28
E11	collagen biosynthesis and modifying enzymes	men	up	#4A75A9	28
E11	collagen chain trimerization	men	up	#4A75A9	28
E11	laminin interactions	men	up	#4A75A9	28
E11	integrin cell surface interactions	men	up	#4A75A9	28
E11	ecm proteoglycans	men	up	#4A75A9	28
C14	cell cycle checkpoints	common	up	#19787F	29
C14	activation of the pre replicative complex	common	up	#19787F	29
C14	dna replication	common	up	#19787F	29
C14	activation of atr in response to replication stress	common	up	#19787F	29
C14	cell cycle mitotic	common	up	#19787F	29
C14	mitotic g1 phase and g1 s transition	common	up	#19787F	29
C14	synthesis of dna	common	up	#19787F	29
C14	g2 m checkpoints	common	up	#19787F	29
C14	s phase	common	up	#19787F	29
C14	mitotic spindle checkpoint	common	up	#19787F	29
C14	dna strand elongation	common	up	#19787F	29
C14	mitotic metaphase and anaphase	common	up	#19787F	29
C14	ns1 mediated effects on host pathways	common	up	#19787F	29
C14	dna replication pre initiation	common	up	#19787F	29
C14	antiviral mechanism by ifn stimulated genes	common	up	#19787F	29
C14	transport of mature mrnas derived from intronless transcripts	common	up	#19787F	29
C14	dna double strand break repair	common	up	#19787F	29
C14	chromosome maintenance	common	up	#19787F	29
C14	transport of the slbp dependant mature mrna	common	up	#19787F	29
C14	sumoylation of dna replication proteins	common	up	#19787F	29
C14	resolution of sister chromatid cohesion	common	up	#19787F	29
C14	snrnp assembly	common	up	#19787F	29
C14	homology directed repair	common	up	#19787F	29
C14	mitotic prometaphase	common	up	#19787F	29
C14	m phase	common	up	#19787F	29
C14	hdr through homologous recombination hrr	common	up	#19787F	29
C14	g2 m dna damage checkpoint	common	up	#19787F	29
C14	dna repair	common	up	#19787F	29
C14	nuclear pore complex npc disassembly	common	up	#19787F	29
C14	processing of dna double strand break ends	common	up	#19787F	29
C14	separation of sister chromatids	common	up	#19787F	29
C14	telomere c strand lagging strand synthesis	common	up	#19787F	29
C14	diseases of dna repair	common	up	#19787F	29
C14	deposition of new cenpa containing nucleosomes at the centromere	common	up	#19787F	29
C14	switching of origins to a post replicative state	common	up	#19787F	29
C14	collagen biosynthesis and modifying enzymes	common	up	#19787F	29
C14	homologous dna pairing and strand exchange	common	up	#19787F	29
C14	lagging strand synthesis	common	up	#19787F	29
C14	extension of telomeres	common	up	#19787F	29
C14	orc1 removal from chromatin	common	up	#19787F	29
C14	collagen chain trimerization	common	up	#19787F	29
C14	rho gtpases activate formins	common	up	#19787F	29
C14	syndecan interactions	common	up	#19787F	29
C14	sumoylation of dna damage response and repair proteins	common	up	#19787F	29
C14	collagen degradation	common	up	#19787F	29
C14	regulation of tp53 activity through phosphorylation	common	up	#19787F	29
C14	telomere maintenance	common	up	#19787F	29
C14	collagen formation	common	up	#19787F	29
C14	non integrin membrane ecm interactions	common	up	#19787F	29
C14	apc c mediated degradation of cell cycle proteins	common	up	#19787F	29
C14	host interactions of hiv factors	common	up	#19787F	29
C14	resolution of d loop structures	common	up	#19787F	29
C14	interferon signaling	common	up	#19787F	29
C14	binding and uptake of ligands by scavenger receptors	common	up	#19787F	29
C14	polymerase switching on the c strand of the telomere	common	up	#19787F	29
C14	g1 s specific transcription	common	up	#19787F	29
C14	hdr through single strand annealing ssa	common	up	#19787F	29
C14	base excision repair	common	up	#19787F	29
C14	resolution of ap sites via the multiple nucleotide patch replacement pathway	common	up	#19787F	29
C14	g0 and early g1	common	up	#19787F	29
C14	met activates ptk2 signaling	common	up	#19787F	29
C14	ncam1 interactions	common	up	#19787F	29
C14	pcna dependent long patch base excision repair	common	up	#19787F	29
C14	cyclin a cdk2 associated events at s phase entry	common	up	#19787F	29
C14	resolution of d loop structures through synthesis dependent strand annealing sdsa	common	up	#19787F	29
C14	ecm proteoglycans	common	up	#19787F	29
C14	hiv life cycle	common	up	#19787F	29
C14	resolution of abasic sites ap sites	common	up	#19787F	29
C14	met promotes cell motility	common	up	#19787F	29
C14	meiotic recombination	common	up	#19787F	29
C14	integrin cell surface interactions	common	up	#19787F	29
C14	scf skp2 mediated degradation of p27 p21	common	up	#19787F	29
C14	extracellular matrix organization	common	up	#19787F	29
C14	assembly of collagen fibrils and other multimeric structures	common	up	#19787F	29
C14	hiv infection	common	up	#19787F	29
C14	transcriptional regulation by e2f6	common	up	#19787F	29
C14	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	common	up	#19787F	29
C14	ncam signaling for neurite out growth	common	up	#19787F	29
C14	perk regulates gene expression	common	up	#19787F	29
C14	mitotic g2 g2 m phases	common	up	#19787F	29
C14	degradation of the extracellular matrix	common	up	#19787F	29
C14	laminin interactions	common	up	#19787F	29
C14	tp53 regulates transcription of genes involved in g2 cell cycle arrest	common	up	#19787F	29
C14	diseases of mitotic cell cycle	common	up	#19787F	29
C14	g1 s dna damage checkpoints	common	up	#19787F	29
C14	transcription of e2f targets under negative control by dream complex	common	up	#19787F	29
C14	signaling by pdgf	common	up	#19787F	29
C14	aberrant regulation of mitotic g1 s transition in cancer due to rb1 defects	common	up	#19787F	29
C14	negative regulation of notch4 signaling	common	up	#19787F	29
C14	rho gtpase effectors	common	up	#19787F	29
C14	cross presentation of soluble exogenous antigens endosomes	common	up	#19787F	29
C14	transcriptional regulation by runx2	common	up	#19787F	29
C14	asymmetric localization of pcp proteins	common	up	#19787F	29
C14	interferon alpha beta signaling	common	up	#19787F	29
C14	regulation of runx2 expression and activity	common	up	#19787F	29
C14	interactions of rev with host cellular proteins	women	up	#B6453A	29
C14	export of viral ribonucleoproteins from nucleus	women	up	#B6453A	29
C14	nuclear import of rev protein	women	up	#B6453A	29
C14	nuclear envelope breakdown	women	up	#B6453A	29
C14	transcriptional regulation by small rnas	women	up	#B6453A	29
